,Unnamed: 0,SMILES,NAME,ABC,nAcid,nBase,SpAbs_A,SpMax_A,SpMAD_A,VE1_A,VE2_A,VR1_A,VR3_A,nAtom,nHetero,nH,nC,nN,nO,ATS0dv,ATS1dv,ATS2dv,ATS3dv,ATS4dv,ATS5dv,ATS0d,ATS2d,ATS5d,ATS6d,ATS7d,ATS0s,ATS1s,ATS2s,ATS3s,ATS4s,ATS5s,ATS6s,ATS7s,ATS0Z,ATS1Z,ATS2Z,ATS3Z,ATS4Z,ATS5Z,ATS6Z,ATS7Z,ATS0v,ATS3se,ATS4se,ATS5se,ATS6se,ATS7se,ATS0pe,ATS0p,ATS2p,ATS4p,AATS0dv,AATS1dv,AATS2dv,AATS3dv,AATS4dv,AATS5dv,AATS0d,AATS1d,AATS2d,AATS3d,AATS4d,AATS5d,AATS0s,AATS1s,AATS2s,AATS3s,AATS4s,AATS5s,AATS0Z,AATS1Z,AATS2Z,AATS3Z,AATS4Z,AATS5Z,AATS0v,AATS1v,AATS2v,AATS3v,AATS4v,AATS5v,AATS1se,AATS2se,AATS3se,AATS4se,AATS5se,AATS0p,AATS1p,AATS2p,AATS3p,AATS4p,AATS5p,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,ATSC0dv,ATSC1dv,ATSC2dv,ATSC3dv,ATSC4dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC0d,ATSC1d,ATSC2d,ATSC3d,ATSC4d,ATSC5d,ATSC6d,ATSC7d,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,ATSC0Z,ATSC1Z,ATSC2Z,ATSC3Z,ATSC4Z,ATSC5Z,ATSC6Z,ATSC7Z,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC0se,ATSC1se,ATSC3se,ATSC4se,ATSC5se,ATSC6se,ATSC2pe,ATSC3pe,ATSC5pe,ATSC6pe,ATSC7pe,ATSC0p,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC0i,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,AATSC0dv,AATSC1dv,AATSC2dv,AATSC3dv,AATSC4dv,AATSC5dv,AATSC0d,AATSC1d,AATSC2d,AATSC3d,AATSC4d,AATSC5d,AATSC1s,AATSC2s,AATSC3s,AATSC4s,AATSC5s,AATSC0Z,AATSC1Z,AATSC2Z,AATSC3Z,AATSC4Z,AATSC5Z,AATSC0v,AATSC1v,AATSC2v,AATSC3v,AATSC4v,AATSC5v,AATSC0se,AATSC1se,AATSC3se,AATSC4se,AATSC5se,AATSC2pe,AATSC3pe,AATSC5pe,AATSC0p,AATSC2p,AATSC3p,AATSC4p,AATSC5p,AATSC0i,AATSC1i,AATSC2i,AATSC3i,AATSC4i,AATSC5i,MATS1dv,MATS2dv,MATS3dv,MATS4dv,MATS1d,MATS2d,MATS3d,MATS1s,MATS2s,MATS3s,MATS4s,MATS5s,MATS1Z,MATS2Z,MATS3Z,MATS4Z,MATS5Z,MATS1se,MATS2se,MATS3se,MATS4se,MATS5se,MATS1pe,MATS3pe,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS2i,MATS3i,MATS4i,GATS1dv,GATS2dv,GATS3dv,GATS4dv,GATS5dv,GATS1d,GATS2d,GATS3d,GATS4d,GATS5d,GATS1s,GATS2s,GATS3s,GATS4s,GATS5s,GATS1Z,GATS2Z,GATS3Z,GATS4Z,GATS5Z,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS1se,GATS2se,GATS3se,GATS4se,GATS1pe,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,BCUTdv-1h,BCUTdv-1l,BCUTd-1h,BCUTd-1l,BCUTs-1h,BCUTs-1l,BCUTZ-1h,BCUTZ-1l,BCUTv-1h,BCUTv-1l,BCUTse-1h,BCUTse-1l,BCUTpe-1l,BCUTi-1h,BCUTi-1l,BalabanJ,SpAbs_DzZ,SpMAD_DzZ,SM1_DzZ,SpMAD_Dzv,SM1_Dzv,VR2_Dzv,SpMAD_Dzse,SM1_Dzse,SpDiam_Dzare,SpAbs_Dzp,SpMAD_Dzp,SM1_Dzi,BertzCT,nBondsS,nBondsD,nBondsM,nBondsKD,C1SP2,C1SP3,C2SP3,HybRatio,FCSP3,Xc-3d,Xc-5d,Xc-3dv,Xc-5dv,Xpc-4d,Xpc-5d,Xpc-6d,Xpc-4dv,Xpc-5dv,Xpc-6dv,Xp-0d,Xp-2d,Xp-3d,Xp-4d,Xp-5d,Xp-6d,AXp-0d,AXp-1d,AXp-2d,AXp-3d,Xp-0dv,Xp-1dv,Xp-2dv,Xp-3dv,Xp-4dv,Xp-5dv,Xp-6dv,AXp-0dv,AXp-1dv,AXp-2dv,AXp-3dv,SZ,MZ,Mv,Mp,NsCH3,NssCH2,NsssCH,NdssC,NsNH2,NsOH,NdO,SssCH2,SsssCH,SdssC,SsNH2,MAXsssCH,MAXsNH2,MINsssCH,AETA_alpha,ETA_shape_p,ETA_shape_y,ETA_beta,AETA_beta,AETA_beta_s,ETA_beta_ns,ETA_eta,AETA_eta,ETA_eta_L,AETA_eta_L,AETA_eta_R,AETA_eta_RL,ETA_eta_F,AETA_eta_F,ETA_eta_FL,AETA_eta_FL,ETA_eta_B,ETA_eta_BR,AETA_eta_BR,ETA_dAlpha_B,ETA_epsilon_1,ETA_epsilon_3,ETA_epsilon_4,ETA_epsilon_5,ETA_dEpsilon_D,ETA_dBeta,AETA_dBeta,ETA_psi_1,fragCpx,GeomDiameter,GeomRadius,GeomShapeIndex,GRAV,nHBAcc,nHBDon,IC0,IC1,IC2,IC3,IC4,TIC0,TIC1,TIC2,TIC4,SIC0,SIC1,SIC2,SIC3,SIC5,CIC0,MIC0,MIC1,MIC2,MIC3,ZMIC1,ZMIC2,ZMIC3,Kier2,Kier3,Lipinski,FilterItLogS,Mor01,PEOE_VSA1,PEOE_VSA2,PEOE_VSA6,PEOE_VSA7,PEOE_VSA10,SMR_VSA4,SMR_VSA5,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,EState_VSA1,EState_VSA2,EState_VSA9,EState_VSA10,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,AMID,AMID_h,AMID_N,AMID_O,MOMI-X,MOMI-Z,PBF,MPC2,MPC3,TMPC10,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,TpiPC10,bpol,nRot,RotRatio,SLogP,TopoPSA(NO),TopoPSA,GGI2,GGI3,GGI4,GGI5,JGI1,JGI2,JGI3,JGI4,JGI5,JGT10,Diameter,Radius,TopoShapeIndex,MWC04,MWC10,TSRW10,WPol,mZagreb1,mZagreb2
0,0,N[C@@H](CC1CC1)C(=O)O,chemimpex_102735-53-5,6.651690315,1,1,10.7317357,2.279974024,1.192415078,2.696138023,0.299570891,32.00972277,3.360679178,20,3,11,6,1,2,116.0,93.0,106.0,88.0,61.0,44.0,53,92,47,21,4,125.0833333,65.13888889,117.4444444,150.7222222,122.5,92.0,64.0,4.0,404,424,519,512,404,300,85,4,3559.118326,334.831232,310.252104,223.436592,150.470784,26.873856,125.1638,24.12054995,42.93429412,35.03559226,5.8,4.65,3.117647059,2.0,1.525,1.517241379,2.65,3.35,2.705882353,2.045454545,1.825,1.620689655,6.254166667,3.256944444,3.454248366,3.425505051,3.0625,3.172413793,20.2,21.2,15.26470588,11.63636364,10.1,10.34482759,177.9559163,232.0704854,166.5874009,124.1273659,112.6773388,105.7336883,7.8525754,7.606715882,7.609800727,7.7563026,7.704710069,1.206027498,1.607957353,1.262773356,0.974383239,0.875889806,0.821683207,168.8501472,151.8279019,156.658668,167.9396769,172.1105275,172.4684772,71.0,10.5,7.0,2.5,-24.5,-10.75,-29.25,9.0,10.95,1.75,-7.615,-0.19,-0.95,-2.2275,2.9475,0.81,-6.379166667,24.04125,15.11416667,-27.59583333,-12.22298611,-24.41534722,2.833611111,159.0,-10.0,-23.5,11.5,-30.0,-6.25,-46.25,25.0,93.6568209,-485.702553,-159.6967386,49.73490181,-152.1699302,55.10466945,139.9929698,2.094263,-0.32923,0.598315,-0.991306,-0.34764175,-0.97391125,0.918314,0.887524,-0.294061,-1.482641,0.293764,4.002931534,0.674975445,-2.383544211,-1.000037199,0.566062838,-1.419710061,1.108818551,0.451968869,25.15737019,5.812516157,-15.06653674,-3.632854372,-1.391698502,-5.148660768,5.144483365,1.704065766,3.55,0.525,0.205882353,0.056818182,-0.6125,-0.370689655,0.5475,0.0875,-0.223970588,-0.004318182,-0.02375,-0.076810345,-0.318958333,0.707095588,0.343503788,-0.689895833,-0.42148228,7.95,-0.5,-0.691176471,0.261363636,-0.75,-0.215517241,45.90798599,4.682841045,-14.28536921,-3.629471332,1.243372545,-5.247238974,0.10471315,-0.0164615,0.013598068,-0.02478265,-0.011987647,0.027009235,0.020171,-0.010140034,0.200146577,-0.070104242,-0.022728118,0.014151571,-0.048955519,1.25786851,0.290625808,-0.443133434,-0.082564872,-0.034792463,-0.177540026,0.147887324,0.057995029,0.016005122,-0.172535211,0.159817352,-0.4090787,-0.00788709,-0.111429195,0.247026286,0.120004235,-0.241017492,-0.14724629,-0.062893082,-0.086940437,0.032875929,-0.094339623,-0.027109087,-0.157205661,0.242516173,0.129860177,-0.236671803,-0.114480813,-0.166318781,0.13239995,0.168620282,-0.350264504,-0.113557366,0.070706035,-0.244598335,-0.352289154,-0.065638715,-0.027659857,0.63556338,0.720173985,0.872759283,1.227640845,1.088878096,1.301369863,1.78619393,0.907015359,0.932648402,0.83766336,0.82372207,0.38855582,0.718038239,1.370296465,1.149520099,0.985849057,0.959489456,0.889436821,1.081446541,0.995120364,1.127336591,1.436843184,1.028499639,0.837650082,0.974987491,0.88274763,0.385184922,0.699435336,1.364836126,0.896862631,1.219471498,1.568641685,1.054415352,0.756030366,1.052316031,1.271122807,1.585652157,1.014463496,0.83999025,0.975839381,6.022007968,1.9,3.121757709,0.972874762,7.0082897,1.220510426,8.028631268,5.818636363,20.80434201,14.70144303,3.713677179,2.558764077,2.362973637,14.53780804,11.08099865,2.087356967,39.1912919,4.410143544,0.642857143,5.015317441,-1.117313584,3.283893455,4.412135235,0.637252594,30.780738,52.02231544,5.54841292,0.571517957,120.2262679,19,1,1,1,1,0,4,0.833333333,0.833333333,0.773159739,0.23570226,0.374679903,0.021516574,1.294374008,0.786590892,1.053639941,0.354406493,0.302915375,0.277639137,6.853371151,3.900378753,2.251437835,1.03365121,0.756685203,0.272165527,0.761485683,0.466486367,0.325031563,0.225143784,5.208833037,3.182732573,2.623808674,1.312712925,0.695636167,0.396510875,0.10081715,0.578759226,0.353636953,0.218650723,0.131271292,11.66666667,0.583333333,0.558380735,0.600560569,0,3,2,1,1,1,1,2.997314815,-0.019814815,-0.873240741,5.25787037,0.6075,5.25787037,-0.627314815,0.451851852,0.262295082,0.368852459,6.75,0.75,0.583333333,1.5,6.496185265,0.721798363,3.092554791,0.343617199,1.101620324,0.466486367,3.418397655,0.379821962,1.105822511,0.122869168,0.21583626,0.30183626,0.033537362,0.048148148,0.576666667,0.433333333,0.576666667,0.761111111,0.153703704,-3.75,-0.416666667,0.493927126,9.03,6.233491197,3.714493625,0.678153694,1153.887894,2,2,1.543751954,2.78418372,3.346439345,3.621928095,3.621928095,30.87503909,55.6836744,66.92878689,72.4385619,0.357190569,0.644199454,0.774293156,0.838035251,0.838035251,2.77817614,15.07859127,23.74484785,25.82720288,26.10489554,21.36041163,18.58205764,17.97744766,2.722222222,2.88,True,0.090742424,190,10.84019487,4.794537184,12.84164325,12.33872767,6.041840829,11.65157352,25.3043057,17.11767351,4.794537184,19.26246487,12.01114612,0.0,10.84019487,4.794537184,8.333657407,5.25787037,-0.265740741,-0.627314815,2.997314815,0.0,1.865144369,0.56500794,0.191211168,0.373796772,620.0275811,126.2802675,0.283474846,12,10,60,2.397895273,2.708050201,2.564949357,2.302585093,2.397895273,1.945910149,4.262679877,11.333277,3,0.333333333,0.1984,63.32,63.32,1.166666667,0.277777778,0.32,0.16,0.277777778,0.12962963,0.034722222,0.053333333,0.04,0.535462963,5,3,0.666666667,5.351858133,10.24661616,55.8306458,8,4.083333333,2.027777778
1,1,[N-]=[N+]=NC[C@H](N)C(=O)O,chemimpex_105661-40-3,5.944583534,1,1,10.17508403,2.08396811,1.130564893,2.705838311,0.300648701,28.74714235,3.25317785,15,6,6,3,4,2,176.0,125.0,142.0,114.0,101.0,86.0,40,57,19,6,1,178.0555556,79.05555556,125.4166667,153.3333333,147.5,91.16666667,107.5,7.0,438,390,478,488,362,235,133,7,2863.091419,226.428352,217.23722,102.30336,48.178296,8.278848,109.1811,17.16078543,25.55323688,18.66398652,11.73333333,8.928571429,6.761904762,4.222222222,4.04,7.166666667,2.666666667,3.142857143,2.714285714,2.074074074,1.56,1.583333333,11.87037037,5.646825397,5.972222222,5.679012346,5.9,7.597222222,29.2,27.85714286,22.76190476,18.07407407,14.48,19.58333333,190.8727612,227.2355533,185.6640338,143.6697498,111.6924894,124.6200081,8.605377143,8.301972762,8.386235259,8.6894888,8.52528,1.144052362,1.406630394,1.216820804,0.963296565,0.746559461,0.793645068,180.3834536,167.850452,167.5915331,176.2978083,187.1776288,191.74881,79.73333333,9.648888889,8.24,-24.32,-42.55555556,18.61333333,-0.711111111,-8.782222222,7.733333333,0.782222222,-4.893333333,-1.786666667,1.844444444,-0.653333333,0.622222222,0.217777778,-11.61111111,20.08333333,-4.0,-56.05555556,4.055555556,19.05555556,-7.222222222,129.7333333,-11.35111111,7.44,-22.45333333,-62.62222222,41.88,-9.044444444,-8.715555556,12.09499389,-142.4508154,-219.2026274,3.066670068,152.9168125,-50.69544504,-21.58167758,2.113782933,-0.391545138,-0.25632128,-1.497094489,0.50164032,0.123591289,0.678076,-0.310841333,0.842172,0.069788889,-0.174852889,2.131254909,0.110594282,-0.945249272,-1.181392787,0.771171348,0.351015351,-0.138676088,-0.033090287,19.20668177,4.950919442,-7.251031893,-8.086036867,-1.351907896,0.601081068,1.285552999,0.24808226,5.315555556,0.689206349,0.392380952,-0.900740741,-1.702222222,1.551111111,0.515555556,0.055873016,-0.233015873,-0.06617284,0.073777778,-0.054444444,-0.829365079,0.956349206,-0.148148148,-2.242222222,0.337962963,8.648888889,-0.810793651,0.354285714,-0.831604938,-2.504888889,3.49,35.44694518,0.863928135,-6.78337216,-8.118615829,0.122666803,12.74306771,0.140918862,-0.02796751,-0.009493381,-0.05988378,0.04180336,0.032289333,-0.011512642,0.070181,0.142083661,-0.04501187,-0.043755288,0.030846854,0.029251279,1.280445452,0.353637103,-0.345287233,-0.299482847,-0.054076316,0.050090089,0.129658385,0.073817487,-0.169453735,-0.320234114,0.108374384,-0.451970443,-0.12835249,-0.17426348,0.200944969,-0.031128405,-0.471128405,0.071011673,-0.093745412,0.040963148,-0.09615165,-0.289619733,0.403520041,-0.19846534,0.186672463,-0.067367708,-0.424952193,0.296648435,-0.172052998,-0.055701062,0.05559817,-0.316798356,-0.3079544,0.217103457,0.205873632,-0.269661806,-0.233889578,-0.042232424,0.507943144,0.668896321,1.017744333,1.425752508,0.81208194,1.293103448,1.853448276,1.039272031,0.434482759,0.67887931,0.846303502,0.490142672,0.812681943,1.551439689,0.935149157,0.79393628,0.757965057,1.029176659,1.374820144,0.660971223,1.013983579,1.282309025,1.206064388,0.81450433,0.469834448,0.940053006,0.584255514,0.98560574,1.5955943,0.867772727,1.306633564,1.628840496,1.301288146,0.408071826,0.343000912,1.319997232,1.646714893,1.182409958,0.493277882,0.482840405,6.023406154,1.986663258,3.121124772,0.956124972,7.010381444,1.261043443,8.028636668,5.844960676,20.72564185,14.70143966,3.713704235,2.576661899,2.381204395,14.82532705,11.11093682,3.155280084,34.37339334,3.911858519,1.071428571,5.532179069,-2.075287469,2.959810107,3.918815397,1.058041573,26.95405583,62.46109261,6.573933616,1.247266714,149.8917376,11,3,3,3,1,1,1,0.666666667,0.666666667,0.569035594,0.23570226,0.170555758,0.021516574,1.207106781,0.61785113,0.638071187,0.221218608,0.088105781,0.051257525,7.276020882,3.363529345,2.151090525,0.859432754,0.557677536,0.23570226,0.808446765,0.522592402,0.373725483,0.268886316,4.572731091,2.20194641,1.376705902,0.669730571,0.213708602,0.079196788,0.015940591,0.508081232,0.275243301,0.152967322,0.083716321,11.33333333,0.755555556,0.605795726,0.599391537,0,1,1,1,1,1,1,-0.202546296,-1.0825,-1.164444444,4.938148148,-1.0825,4.938148148,-1.0825,0.418518519,0.389380531,0.265486726,8.5,0.944444444,0.555555556,3.5,4.542083122,0.504675902,1.937095696,0.215232855,1.166904083,0.464526579,5.960053627,0.662228181,2.243643517,0.249293724,0.23347435,0.23347435,0.025941594,0.081481481,0.748888889,0.424137931,0.748888889,0.861111111,0.187037037,-1.5,-0.166666667,0.399293286,8.06,6.194118898,3.624995931,0.708724373,1340.083075,3,2,1.889246429,3.456564762,3.640223929,3.640223929,3.640223929,28.33869643,51.84847143,54.60335893,54.60335893,0.483567784,0.884735489,0.931744527,0.931744527,0.931744527,2.017644167,19.43433385,33.43365921,33.61878765,33.61878765,18.57726818,18.21974153,18.21974153,4.839506173,4.5,True,0.547565661,105,10.84019487,4.794537184,5.114250126,5.531128999,6.041840829,10.8479176,6.041840829,23.66242992,4.794537184,0.0,12.01114612,6.544756406,16.37132387,4.794537184,11.06800926,12.64491591,-1.164444444,-1.0825,0.0,-0.202546296,1.832382288,1.171892456,0.797933936,0.37395852,603.3000015,141.372946,0.282513379,9,8,45,2.48490665,2.772588722,2.708050201,2.48490665,2.708050201,2.564949357,4.465908119,6.887242,3,0.375,-0.2914,112.08,112.08,1.111111111,0.375,0.24,0.111111111,0.25,0.12345679,0.046875,0.048,0.027777778,0.496109568,6,3,1.0,4.96284463,9.337941717,35.85215896,8,4.972222222,2.277777778
2,2,C[C@H](N)c1cccc2ccccc12,chemimpex_10420-89-0,9.996954193,0,1,16.88765301,2.387191182,1.299050232,3.352473691,0.257882592,54.90540106,4.267975988,26,1,13,12,1,0,130.0,149.0,200.0,187.0,124.0,63.0,79,157,115,71,30,71.11111111,78.44444444,116.6666667,143.2222222,140.6666667,130.6666667,89.33333333,34.0,494,590,833,889,774,572,261,61,5729.605672,429.927468,433.862172,410.73402,332.903304,171.916992,150.1916,40.45676776,76.98165443,81.34897648,5.0,5.518518519,4.444444444,3.169491525,2.066666667,1.105263158,3.038461538,3.666666667,3.488888889,2.949152542,2.5,2.01754386,2.735042735,2.905349794,2.592592593,2.427495292,2.344444444,2.292397661,19.0,21.85185185,18.51111111,15.06779661,12.9,10.03508772,220.3694489,268.991305,232.5017375,195.1090289,171.0071611,139.5107859,7.468484444,7.341182133,7.286906237,7.2310362,7.20586,1.556029529,1.918838223,1.710703432,1.488093938,1.355816275,1.173810632,159.1039159,144.1338978,147.4601321,153.5462611,154.9547771,159.1614355,68.46153846,22.13609467,9.585798817,-13.35502959,-41.68047337,-45.16568047,-7.526627219,29.9408284,14.34615385,6.871301775,0.823964497,-4.131656805,-11.45266272,-8.181952663,1.797337278,5.436390533,-3.984878369,0.295857988,-1.620644313,0.633793557,-1.103879027,-3.297830375,1.959237344,168.4615385,0.982248521,5.816568047,-10.58579882,-45.83431953,-90.78106509,-45.75739645,69.71005917,132.0206131,60.81962821,4.35055059,-515.1079201,-892.8984539,-367.3203215,604.6913624,0.416130615,-0.080858408,-0.085386704,-0.002117728,-0.068152041,-0.084961651,0.005711834,-0.200957988,-0.379764497,-0.300581657,0.369500592,6.282333708,0.820915759,0.279732337,0.198124269,-2.51785036,-4.161070571,-1.56870407,2.657219241,38.18586458,8.507160012,1.432339948,3.984569111,-18.10841133,-26.36884532,-7.526732446,13.54611433,2.633136095,0.819855358,0.213017751,-0.226356434,-0.694674556,-0.792380359,0.551775148,0.254492658,0.018310322,-0.070028081,-0.190877712,-0.143543029,-0.147588088,0.006574622,-0.027468548,0.010563226,-0.019366299,6.479289941,0.036379575,0.129257068,-0.179420319,-0.763905325,-1.592650265,54.32492993,4.889652339,1.351547293,0.073738146,-8.585132002,-15.66488516,0.016005024,-0.002994756,-0.001447232,-3.53e-05,-0.00119565,0.00012693,-0.003406068,-0.006662535,0.24162822,0.006216274,0.003358038,-0.041964173,-0.073001238,1.468687099,0.31508,0.031829777,0.06753507,-0.301806855,-0.462611321,0.311360799,0.080898876,-0.085964578,-0.263820225,0.4612253,0.033184391,-0.126914164,-0.330606011,0.014727541,-0.061531165,0.023662248,-0.04338165,0.005614747,0.019949264,-0.027691355,-0.117899543,-0.245806297,-0.187113492,-0.012740107,-0.090423626,-0.002205274,-0.07470466,-0.133030515,-0.073883381,0.125830863,0.025726607,0.013897543,-0.173672482,-0.302122154,0.021672265,0.045983293,-0.205494319,0.689762797,1.010299625,1.179061131,1.241573034,1.159570274,0.742230166,1.316651772,1.358658609,1.350536193,1.008889516,1.444798996,0.811037473,1.024219316,0.861561119,1.104242565,0.956367326,0.92833587,0.987249439,1.068493151,1.204137627,0.885690638,0.959280401,0.964405787,1.121589991,1.231172965,1.31990698,0.842315659,1.083912444,0.874697318,1.158280922,0.867431233,0.97152407,0.957293666,1.139915094,1.241592972,0.880254878,0.997432448,0.952458541,1.164462701,1.262173897,4.239061877,0.993945204,3.248732575,0.988933294,4.004562737,1.27675882,7.01229983,5.652612008,20.93497527,15.59610072,3.223271046,2.398536714,2.202546113,14.53780792,10.91297733,2.022113083,53.20173076,4.101739222,0.142857143,4.280320017,-0.319324628,4.276623413,4.10262861,0.140262993,37.56004832,56.83650441,4.362840307,0.225249585,412.89892,16,0,11,5,0,1,1,0.166666667,0.166666667,0.772165527,0.259679701,0.405502117,0.096225045,1.884581422,3.022540016,4.738029375,0.843233513,1.135630164,1.477979428,9.259148545,5.547166522,4.486491737,3.815958721,3.074841225,1.709106192,0.712242196,0.449120979,0.291956133,0.179459669,7.696152423,4.520725942,3.357050808,2.313924172,1.647524698,1.100255089,0.51371076,0.592011725,0.322908996,0.176686885,0.092556967,15.33333333,0.58974359,0.626147857,0.686511032,1,0,1,0,1,0,0,0.0,0.10287037,0.0,5.879797808,0.10287037,5.879797808,0.10287037,0.492307692,0.140625,0.3125,17.25,1.326923077,0.557692308,10.0,7.74781247,0.595985575,2.863174041,0.220244157,1.320001772,0.483668746,9.412210563,0.724016197,3.424519659,0.263424589,0.126519862,0.298519862,0.022963066,0.007692308,0.515384615,0.440540541,0.455555556,0.673333333,0.057435897,2.75,0.211538462,0.673684211,40.01,6.649050392,3.500972882,0.89920077,1905.75278,1,1,1.195621782,2.727248606,3.425006662,4.10390991,4.363713276,31.08616633,70.90846376,89.05017321,113.4565452,0.254363816,0.580211378,0.728656651,0.873090638,0.944727859,3.504817936,9.219962363,19.80664317,26.81410854,29.51067482,35.14070868,24.14117376,19.3662862,4.022160665,1.92,True,-3.084525771,325,5.733667477,0.0,42.46456948,23.25963712,0.0,5.733667477,12.96557803,0.0,0.0,18.52902952,0.0,6.041840829,5.733667477,0.0,2.525277778,7.100260771,0.0,14.69214664,0.0,2.015648148,2.028857466,0.131855539,0.131855539,0.0,913.6241374,321.9691081,0.261283116,19,25,257,3.020424886,3.650658241,4.310799125,4.937168142,5.504060403,5.650733254,7.869765244,12.471691,1,0.071428571,2.8595,26.02,26.02,1.555555556,0.9375,0.675555556,0.243055556,0.142857143,0.081871345,0.049342105,0.045037037,0.027006173,0.386113803,6,3,1.0,5.910796644,11.12123012,44.46477004,19,4.194444444,2.916666667
